ID,x,y,z
791,-1758.73,-3830.74,3340.81
792,-5021.38,-640.4,-665.2
793,-3533.94,-2117.9,-3618.76
794,1008.52,2378.98,-4847.71
795,3656.79,-4411.2,-1672.1
796,2521.58,-592.7,2357.05
797,-3431.14,3412.7,814.16
798,-4561.42,-1703.93,2139.95
799,-1409.07,-72.1,2750.77
800,1399.7,-271.11,-4379.14
801,-294.86,-3342.76,263.1
802,2912.84,-497.06,422.78
803,-388.9,927.49,-5852.4
804,3369.87,-562.15,-579.21
805,1815.77,-972.71,3138.13
806,-1281.16,1311.54,4504.98
807,834.32,-131.71,4363.85
808,2280.34,-4356.04,-2677.91
809,1847.73,1105.84,-921.51
810,-2611.45,-469.32,-795.91
811,3442.91,2121.98,2869.5
812,-1738.36,-1355.97,-4588.24
813,1731.61,-116.72,-5694.82
814,3843.9,259.23,682.18
815,-985.09,-2778.27,2113.39
816,2008.25,4016.82,-3054.49
817,-1425.67,-2357.12,2375.76
818,3946.76,2995.26,-1486.58
819,-3434.0,3181.58,1645.29
820,1824.41,-713.66,51.88
821,3599.69,4349.58,458.95
822,-1131.14,4068.06,-3313.83
823,-4427.47,-461.3,2095.18
824,-1669.49,-395.62,524.34
825,-2899.13,919.02,-2272.91
826,-1387.8,-2362.25,751.37
827,885.26,5005.71,2633.21
828,-3218.8,-2857.13,2128.18
829,-1391.28,3733.62,2320.82
830,2832.87,-3696.65,-455.78
831,983.28,-23.68,-1465.23
832,2443.15,-990.75,644.97
833,-1866.26,-1964.07,3987.54
834,-2598.71,2629.28,-3493.05
835,-1631.01,-3488.35,3432.48
836,-486.3,-2268.79,-3795.8
837,-2363.5,-1010.22,600.6
838,2793.91,-3666.74,1353.54
839,136.5,1511.21,1469.93
840,301.21,2580.73,3307.6
841,1686.67,-4347.61,3727.16
842,-2001.7,2060.66,-2793.39
843,2849.21,1231.9,3221.22
844,-5668.96,125.08,-909.35
845,2312.96,767.57,1631.68
846,3200.85,-2712.18,4004.48
847,-1731.71,3877.37,-1822.8
848,-1968.87,-2171.51,3671.69
849,-1430.57,1758.04,5393.77
850,-1618.78,1064.54,-951.49
851,1676.32,2967.46,-1433.77
852,-1763.7,5297.13,2035.68
853,4035.07,-2676.56,1862.27
854,3600.1,-310.64,-2362.29
855,295.91,-3472.77,4772.19
856,-1984.48,-4602.18,1189.3
857,-4845.34,-499.57,2004.67
858,-3614.91,-3493.72,161.34
859,-2799.45,1703.87,751.97
860,460.45,402.71,-2192.91
861,4572.8,-2582.07,1535.76
862,-574.5,4024.78,2022.23
863,-1416.3,-3922.24,574.52
864,1685.58,232.22,-72.25
865,-375.25,4379.75,3581.43
866,-4149.56,3041.23,258.86
867,4725.77,-225.48,460.2
868,3194.52,-1491.65,129.32
869,2948.08,-4030.45,-2453.11
870,-705.95,1163.51,-3650.11
871,-399.0,-4794.77,-889.4
872,2055.59,4219.97,-1412.35
873,-378.57,3396.16,-1476.98
874,276.89,4633.3,2994.98
875,-343.53,5181.43,817.52
876,7.91,-3724.19,-1749.62
877,1932.18,-2934.5,3773.04
878,4250.68,-3286.74,-1378.2
879,-659.84,1883.59,991.71
880,1240.6,-4427.26,621.7
881,895.52,-5887.06,202.13
882,2817.93,-2343.98,3150.98
883,-2517.33,-1541.59,-3004.09
884,3509.12,2703.5,789.1
885,2925.4,-2999.57,-3472.27
886,4286.0,2975.22,1607.18
887,4332.23,-3194.09,1415.96
888,-3010.21,3194.14,-2987.96
889,-262.7,949.86,-2959.57
890,-571.44,874.86,1724.23
891,2848.2,-2498.66,-4165.89
892,-901.43,2954.77,3242.29
893,4552.48,244.11,-1302.3
894,-2491.76,608.39,2139.59
895,-3164.09,2598.48,2194.41
896,-1457.09,-4492.29,3375.57
897,1690.0,-578.79,4780.69
898,692.66,1336.03,-3786.44
899,999.25,-1009.73,-5147.29
900,-3548.88,432.46,-421.06
901,-1843.72,3555.17,3343.65
902,-1043.64,3057.35,-1643.42
903,-5147.86,1806.16,-1161.44
904,1911.44,-4683.18,1892.35
905,2863.75,905.38,833.08
906,-137.78,-1962.03,5290.89
907,3860.41,-751.9,-3687.3
908,-1415.69,5463.13,551.15
909,3282.74,-3582.46,332.75
910,467.58,-3724.62,-1864.5
911,-1345.55,-4194.76,1175.75
912,436.35,3926.37,-98.35
913,786.12,-279.53,-3528.92
914,-347.59,443.47,733.55
915,-508.2,-3555.57,-407.81
916,3766.19,4256.08,847.2
917,1601.09,950.18,-1706.43
918,1874.33,2441.87,-1306.48
919,-527.09,5491.42,1110.8
920,-4659.82,-1253.71,-2150.02
921,2805.1,3280.35,1624.43
922,-2418.0,-888.41,3480.3
923,966.91,-2555.24,-1596.11
924,-4099.3,4299.81,631.13
925,495.22,3189.54,-3510.34
926,-486.82,-856.35,4622.59
927,-3648.46,-1663.03,2145.81
928,3698.89,3912.18,882.33
929,-2745.3,604.95,1584.47
930,3750.17,-146.3,-4374.81
931,-4360.98,88.71,2924.63
932,22.22,-805.36,-2622.17
933,635.8,2532.29,342.46
934,3405.26,-1939.97,52.21
935,1633.05,-3419.73,-3172.51
936,-2900.29,-824.88,-323.58
937,1667.31,4977.53,1439.87
938,68.71,-1585.79,273.57
939,2159.46,-4136.36,50.41
940,4839.99,985.66,2697.96
941,905.3,-51.86,3462.19
942,1074.35,1080.22,-3085.3
943,1763.74,-3721.86,206.73
944,-635.96,4947.9,2406.33
945,-1688.45,-407.73,-4248.61
946,-3639.19,426.95,-1991.11
947,-2382.84,-2589.78,-2095.45
948,1932.8,1989.7,-5070.45
949,-1395.55,-457.16,3962.2
950,3104.28,-1838.8,2036.3
951,1893.05,2476.43,2118.83
952,-2386.39,-3668.4,1175.37
953,-728.94,-1192.64,2529.46
954,33.62,-1619.74,-5458.73
955,-3463.58,-2475.55,-1428.29
956,1066.95,3627.67,716.05
957,-5378.33,2371.09,-567.83
958,-1149.29,2203.23,4439.93
959,3200.26,-916.44,1392.43
960,484.42,-4351.94,3776.45
961,-1817.06,-1093.09,-2085.22
962,-1838.31,1749.13,-2387.75
963,-5802.76,-1049.27,956.11
964,-4044.62,-2526.91,3541.88
965,-1957.13,3193.1,-4523.81
966,486.65,-3228.67,623.49
967,-3341.46,1599.29,-1208.91
968,-4894.49,-857.44,1183.48
969,-3795.26,3808.66,-1939.33
970,2249.8,-817.82,718.78
971,-3378.65,482.05,-2901.66
972,167.08,-1763.95,5395.03
973,3318.24,-2091.62,-3916.91
974,2333.0,4334.62,-2701.27
975,-596.53,312.42,4394.57
976,-177.51,-2489.68,-2656.37
977,4409.53,-261.19,-896.32
978,352.8,-3727.18,2391.36
979,1502.02,-1255.93,2546.65
980,-365.88,-647.95,5884.84
981,-2671.19,-4299.99,2240.92
982,1357.14,-5192.34,-1720.15
983,452.02,-784.42,-4505.09
984,80.37,5434.02,914.62
985,773.45,4975.33,-2389.23
986,-1070.75,4073.31,-4026.9
987,5069.79,-2577.97,835.75
988,673.27,3786.63,-2562.99
989,-2652.04,-2558.3,-4439.73
990,-1057.42,-2025.97,5214.07
991,-2238.61,-2089.1,-1281.01
992,-189.44,-3543.27,4226.5
993,2860.48,-1089.08,-3280.7
994,-1505.68,-508.44,-62.16
995,-239.12,4795.82,1039.75
996,2923.22,467.56,-2258.93
997,-4410.57,-2605.39,-1032.5
998,4968.57,1815.07,722.19
999,-458.71,5817.13,1193.88
1000,821.62,-3026.51,333.12
